X,Y,FID,globalid,EditDate,POC_name,POC_phone,POC_email,SITE_name,SITE_website,SITE_specific_location,Time,PublicNotes,SITE_address1,SITE_address2,SITE_city,SITE_state,SITE_zip,STATUS,Population_Served,Population_Served_filter,Volunteer,Volunteer_Info,Limited,CATEGORY
-79.9989317719999,40.4376299140001,313,{F42E4C1B-A008-4B9D-8BF7-9E9AB7112DFC},2020/03/24 17:20:16,,412-394-4885,,Salvation Army-Social Services,,,,"Call to learn about various assistance programs, both financial and others such as food, thrift stores, and clothing. Case management can help people apply for state of Pennsylvania and federal government assistance, including food stamps, SNAP, and food for teenagers.",424 Third Avenue,,Pittsburgh,PA,15219,active,students,students,,,,
-79.991453521,40.4385126620001,320,{A5794A12-B50F-4CEC-9D54-DD9BF3405322},2020/03/24 17:19:54,,412-391-1348 ext. 140,,Bethlehem Haven,,,,,905 Watson Street,,Pittsburgh,PA,15219,active,everyone,everyone,,,,
-79.964668478,40.4661412930001,322,{8B0D96A0-E7D8-41DD-BE7C-C1FE9E2BC07A},2020/03/24 17:19:45,,412-681-1110,,Hunger Services Network,,,,,204 37th Street,,Pittsburgh,PA,15201,active,everyone,everyone,,,,
-80.004617348,40.439586788,326,{934276C8-B915-48B1-A2F6-D153C49E323B},2020/03/24 17:19:35,,412-281-3141 or 412-261-0110,,St. Maryâ€™s Red Door,,,,,107 Boulevard of the Allies,,Pittsburgh,PA,15222,active,everyone,everyone,,,,
-80.020833835,40.5466731500001,331,{8A84D083-0003-456C-A632-E5F6173EF2B1},2020/03/24 17:19:17,,(412) 366-7473,,North Hills Food Bank - Amarraca Branch,,,,,99 Corbett Ct,,Pittsburgh,PA,15237,active,everyone,everyone,,,,
-79.916856928,40.463942956,332,{E14EC61B-96EC-4C71-9B12-2BE4496E244D},2020/03/24 17:19:15,,412-665-0223,,Auburn Towers Food Pantry,,,,,6290 Auburn Street,,Pittsburgh,PA,15206,active,everyone,everyone,,,,
-79.8940129819999,40.469799676,333,{4A6FD984-E252-4A07-ADA0-6734FCB77BD9},2020/03/24 17:19:13,,412-731-3020,,Corpus Christi Food Pantry,,,,,1550 Lincoln Avenue,,Pittsburgh,PA,15206,active,everyone,everyone,,,,
-79.887636331,40.440227473,334,{AF4127F7-D8E8-4C44-8DA5-15CFB2B80691},2020/03/24 17:19:09,,412-727-2031,,Dumplin Hall Food Pantry,,,,,502 Hay Street,,Wilkinsburg,PA,15221,active,everyone,everyone,,,,
-79.82276135,40.4652862610001,336,{8672DFF4-4E03-475B-B457-5E9D9CED4FDD},2020/04/02 19:45:50,,412-242-7748,,Jefferson Manor Food Pantry,,Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC,Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC,Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC,201 Jefferson Road,,Pittsburgh,PA,15235,active,Food Pantry is for residents of Jefferson Manor Only NOT OPEN TO THE PUBLIC,senior_citizens,,,no,
-80.052848114,40.4626567350001,340,{42191236-8194-44CB-BF49-2FCAEDB2D572},2020/03/24 17:18:52,,412-331-5599,,Esplen Senior Citizens Association Food Pantry,,,,,200 Tabor Street,,Pittsburgh,PA,15204,active,everyone,everyone,,,,
-80.156926646,40.502390168,341,{D992C3BC-975E-45FF-AD89-63E4A50F4FD2},2020/03/24 17:18:49,,412-264-5140,,Our Ladyâ€™s Pantry,,,,,1504 Woodcrest Avenue,,Coraopolis,PA,15108,active,everyone,everyone,,,,
-79.950035257,40.5042368470001,342,{3D1A1BB1-534E-46B3-ABBE-C9911B3C0CC5},2020/03/24 17:18:41,,412-781-0530,,All Saints Church,,,,,20 Wilson Street,,Etna,PA,15223,active,everyone,everyone,,,,
-79.7453130229999,40.603310682,344,{C8AFE4B2-5E1C-407C-8FAC-443962409717},2020/03/24 17:18:34,,724-224-5715,,Dayspring Christian Center,,,,,700 Second Avenue,,Tarentum,PA,15084,active,everyone,everyone,,,,
-79.903721994,40.376452971,347,{7447D028-80EE-4D8D-8220-EF9B9D0F0197},2020/03/24 17:18:19,,412-462-9030,,Homestead Park United Methodist Church,,,,,4231 Shady Avenue,,Munhall,PA,15120,active,everyone,everyone,,,,
-79.8426109819999,40.351282156,348,{C7453A54-B5F1-4EBE-9E98-0E910D9C3751},2020/03/24 17:18:16,,412-673-8983,,Isbir Manor Food Pantry,,,,,17 Isbir Manor,,McKeesport,PA,15132,active,everyone,everyone,,,,
-79.8351326219999,40.403290704,351,{07E2B9BB-944A-40CA-8A3A-986683442F7A},2020/03/24 17:18:06,,412-824-1914,,Prospect Community Food Pantry,,,,,24 Prospect Drive,,East Pittsburgh,PA,15112,active,everyone,everyone,,,,
-79.7703353329999,40.5937047730001,353,{A6D42F5D-9156-45BA-8F32-6253EB05ECAC},2020/03/24 17:18:00,,412-798-5459,,Vermont Baptist Church Food Pantry,,,,,1419 Freeport Road,,Creighton,PA,15030,active,everyone,everyone,,,,
-80.008447818,40.4553439800001,1361,{2F9FF721-699F-49BD-89DB-F6BFE25B5724},2020/03/25 17:22:01,Bob Maravalli,4122314900,bobmaravalli@gmail.com,United Methodist Church Union - Daily Bread,https://churchunion.org/,(none) Side entrance - food is takeout only at this time,"Tuesday, 11am-1pm
Thursday, 11am - 1pm
Sunday, 3pm - 5pm","At this time, we have take-out meal service only - one meal/person.",114 W. North Ave,,Pittsburgh,PA,15212,active,This site is open to everyone.,"everyone,students,senior_citizens",No,,no,
-79.6085155769999,40.404996639,1390,{6588767C-786D-40E8-BED7-99A6C518D51A},2020/03/27 17:23:31,,724-733-0070,,Cornerstone Ministries,,,beginning 4/7,,2200 Cornerstone Lane,,,PA,15632,active,all children,students,,,,Outside AC School District
-79.63826,40.32861,1392,{67006F2F-49DE-4DCF-B7FC-72D21B64E895},2020/03/27 17:23:32,,724-327-0061,,Loaves & Fishes Food Pantry,,,,,4600 Old Wm Penn,,,PA,15668,active,all children,students,,,,Outside AC School District
-79.63826,40.32861,1395,{0D764FD7-64AC-428B-8C97-4D53EDA0A757},2020/03/27 17:23:33,,724-387-2111,,Murrysville Pizza,,,,,3920 Wm Penn,,,PA,15668,active,all children,students,,,,Outside AC School District
-79.760194822,40.3424243170001,1420,{60A0972A-56E2-427F-A746-3B7769A6B28D},2020/03/27 18:09:55,,,,"Inferno Pizza, Pasta & Wings Restaurant",,,11-2:00,https://www.facebook.com/pg/infernopizzanorthhuntingdonpa/posts/?ref=page_internal,13380 Route 30,,,PA,15642,active,all children,students,,,,Outside AC School District
-79.6698274249999,40.313309243,1421,{483F64B7-06E8-4233-AD1E-CFF6327B6E0C},2020/03/27 17:23:43,,,,Irwin Dairy Queen,,,11:30-2:30,https://www.facebook.com/IrwinDairyQueen/photos/a.2060478714169269/2486913361525800/?type=3,7578 Route 30,,,PA,15642,active,all children,students,,,,Outside AC School District
-79.9005121069999,39.7413591970001,1431,{CDD5EFFD-ABB7-4285-9EBC-46CE89DAFC59},2020/03/27 17:23:46,,724-564-7190 x 8122 by 9:30 daily,,Pt. Marion Vol. Fire Dept,,,11-12:30,,1 Cheat St,,,PA,15474,closed,SCHOOL DISTRICT: Albert Gallatin: all school age children,closed,,,,Outside AC School District
-79.582107236,40.396319889,1457,{9F47584D-800D-4099-BCA8-FE868E6D22DA},2020/03/27 17:23:58,,,,Food Bank,westmorelandfoodbank.org,,,,100 Devonshire Drive,,Delmont,PA,15626,active,Westmoreland residents ,"everyone,students,senior_citizens",,,,Outside AC School District
-79.876528563,39.9619251190001,1461,{D486A827-B98C-4AF0-80CA-B1BB3031F672},2020/03/26 17:54:05,, 724-437-6050,,Fayette Food Bank,www.fccaa.org,(none),Call for distribution times ,Call for distribution times,40 Legion St,,Republic ,PA,15475,active,Everyone,everyone,No,,no,
-79.8665470299999,40.350527463,1463,{082F49D4-79E4-4B5A-80C1-41DCB8EB67C5},2020/03/26 18:55:58,Ralph D. ,412-805-9498,,Judah Ministries,,"The church sits on Market Street, but there is also a Sixth Street side of the church.  They normally work off the Sixth Street side. ","On FRIDAYS ONLY, they are making bag lunches available for pick up starting at 4:00 pm.",Food distributions on FRIDAYS only. ,525 Market Street,,McKeesport,PA,15132,active,Anyone that needs it. No restrictions. ,"everyone,students,senior_citizens",No,,no,Other
-79.841104007,40.394471858,1464,{043D84D8-6812-4DDC-8C8C-2601183C1C39},2020/03/26 19:03:56,,,,East Pittsburgh Community Center,,"Students may receive GRAB and GO Breakfast and Lunch Monday through Friday from 11:00 AM to 1:00 PM
","Monday-Friday, 11:00 AM -1:00 PM ",Will provide weekend meals,506 Bessemer Avenue,,East Pittsburgh,PA,15112,active,Any Child,students,No,,no,
-79.7650146829999,40.567043058,1465,{C43EF0D9-C69C-4F52-8A81-54E2A86C0FE1},2020/03/27 00:45:38,Knead Community Cafe,878-847-7997,,Knead Community Cafe ,www.kneadcommunitycafe.org,They are providing free grab-and-go packaged meals on THURSDAYS as supplies last.  ,"They are providing free grab-and-go packaged meals on THURSDAYS as supplies last.  Pick up on Thursdays from 5:30 pm to 6:30 pm, as supplies last. ","Thursdays only. Grab-and-go packaged meals, as supplies last. ",1011 Barnes St. ,,New Kensington,PA,15068,closed,Open to the public for New Kengsington and surrounding areas. ,closed,No,,yes,Other
-79.9982505,40.443147,1466,{26A46B5D-3865-4314-882C-28D388E8ABF7},2020/03/26 19:32:16,Sofia Bermeo ,412-577-9395,s.bermeo@latinocommunitycenter.org,Latino Community Center,www.latinocommunitycenter.org,"There are two entrances to the building.  People need to use the entrance with the green awning, which is the entrance that does NOT have stairs. ","Right now the organization is working on the day and time of distribution.  (Once this is determined, they will call 412 Food Rescue with updated information.)

Families are welcome to call to arrange a pick up. ",,212 9th Street,,Pittsburgh ,PA,15222,active,Focused on distributing food to Latino families in Pittsburgh and Allegheny County.  ,none_of_the_above,Yes,"We need volunteers too sort food donations and pack them for families. If volunteers have reliable transportation, we need volunteers to take food to families that are not able to leave their homes. If people are interested in volunteering remotely, we have remote volunteering opportunities. Spanish speaking volunteers are encouraged.",no,Family Support Center
-80.231152763,40.17547797,1726,{D8216261-FEB2-45E3-877A-8C8D3BBC1446},2020/03/27 17:25:46,,,,Faith Christian School,,,11:15AM - 11:45AM,Provides Lunch ,524 E Beau Street,,Washinton,PA,15301,active,Washington SD,students,,,,Outside AC School District
-79.7680004,40.5767400220001,1752,{6EFE0793-9127-461D-8C64-88C7734EAEFC},2020/03/30 15:40:16,Becky/Trischa, (724) 472-6477 or  (724) 980-4547,,Lighthouse Ministries,na,call only,call for emegency distribution box,call for emergency distribution box -  (724) 472-6477 or  (724) 980-4547,1611 Fifth Ave,,Arnold,PA,15068,active,everyone,"everyone,students,senior_citizens",No,,no,Distribution
-80.0223075,40.515822,1753,{0E726FA2-A6C9-4BC3-8B3E-9867CC92E1E2},2020/03/27 20:03:09,Judy Zapf,412-230-0209,,Ridgewood Church Food Pantry,https://www.facebook.com/ridgewoodfoodpantry/,no,"Tuesdays 5:00 - 7:00 p.m.
Wednesdays 2:00 - 6:00 p.m.",(none),332 Center Avenue,,West View,PA,15229,active,All,"everyone,students,senior_citizens",No,,no,Other
-79.541890494,40.3041382580001,1755,{44D5D7E4-89B1-437C-8B34-360C4D91601E},2020/03/27 20:13:24,BELINDA,724-834-3335,,Salvation Army Greensburg,https://wpa.salvationarmy.org/WesternPennsylvania/greensburg,(none),"Mondays-Fridays, 11:30 a.m. - 12:00 P.M.",(none),131 East Otterman Street,,Greensburg,PA,15601,active,All,"everyone,students,senior_citizens",No,,no,Other
-79.90859925,40.3806375,1756,{75B71A66-976F-49AB-894B-F8F7234C005A},2020/03/30 11:37:37,Naomi Hale,412-242-3255,,Bethany Baptist Food Pantry,https://wpa.salvationarmy.org/WesternPennsylvania/greensburg,Use side door on Coral Street,Every third Saturday 12-2 p.m. -- next day is April 18th,(none),7745 Tioga Street,,Pittsburgh,PA,15208,active,All,"everyone,students,senior_citizens",No,,no,Other
-79.9236758119999,40.495037913,1757,{CA5F5C50-1EAE-417E-8CB2-9170E4FD8F2D},2020/03/30 14:36:33,Lisa Boden,412-418-6254,,Backpack for Hunger,backpackforhunger.org,none,"Mondays and Thursdays, 11:00 a.m. - 1:00 p.m.",(none),1650 Main Street,,Sharpsburg,PA,15238,active,All,"everyone,students,senior_citizens",No,,no,Other
-79.86002619,40.494317638,1758,{CCAFD389-5960-4D84-8D4E-AF7137680A86},2020/03/27 20:06:37,Lisa Boden,412-418-6254,,Backpack for Hunger,backpackforhunger.org,Blawnox Fire Department,"Mondays and Thursdays, 11:00 a.m. - 1:00 p.m.",(none),376 Freeport Road,,Blawnox,PA,15238,active,All,"everyone,students,senior_citizens",No,,no,Other
-79.967771328,40.425226944,1760,{43156CBE-7DB0-4E68-8C80-6C79A9B1679D},2020/03/27 21:28:16,Victoria,412-580-4219,,Hot Metal Bridge Faith Community,,(none),Tuesdays and Thursdays 5:30 - 6:30,We provide grab-and-go style hot meals,2700 Jane St,,PIttsburgh,PA,15203,active,All are welcome.,"everyone,students,senior_citizens",No,,no,Other
-79.939425743,40.4078772400001,1761,{26E0AD5A-606A-4F1C-8D33-463729799228},2020/03/30 04:00:52,Dcn. Tom Berna,412-414-3125,flcm5000@gmail.com,Fishes and Loaves Cooprative Ministries,https://fishes-and-loaves-hazelwood.org/,(none),Monday and Thursday 1:30 PM to 4:30 PM,Priority given to people living within 5 miles of the site who need access to food. On occasion we can deliver food to home-bound persons.,131 E. Elizabeth St.,,Pittsburgh,PA,15207,active,"We provide emergency food to people who are not able to get to the store. 
Priority is given to people who live in the greater Hazelwood area, but we do respond to other requests in case of dire emergency.
We also refer people to: https://www.pittsburghfoodbank.org/get-help/
",everyone,Yes,"We can use volunteers to pack food and/or deliver food.
Please call for more information.",no,
-80.004069,40.432455,1764,{94891929-7488-438A-81E7-733D4FE86F97},2020/03/27 20:11:31,Mindy Madura,"412-471-6270, ext. 3104",mmadura@pittsburghmercy.org,Pittsburgh Mercy Health System,https://pittsburghmercy.org,"Yes.  Pull in to the gatehouse (by Subway), use the brick walkway to the second set of doors.","Open 7:00am-3:00pm, Monday through Friday.",none,101 West Station Square Drive,,Pittsburgh,PA,15219,active,"Serve all adults with a mental health diagnosis, and be a part of Mercy.",none_of_the_above,No,,no,Other
-80.004069,40.432455,1765,{F8DF4D81-6E3B-4602-8BED-33E43A78D59A},2020/03/27 21:18:27,Mindy Madura,"412-471-6270, ext. 3104",mmadura@pittsburghmercy.org,Pittsburgh Mercy,https://www.pittsburghmercy.org,"Yes.  Pull in to the gatehouse (by Subway), use the brick walkway to the second set of doors.","Open 7:00am-3:00pm, Monday through Friday.",none,101 West Station Square Drive,,Pittsburgh,PA,15219,active,"Serve all adults with a mental health diagnosis (and have become a part of Mercy, through crisis center and other partners).",none_of_the_above,No,,no,Other
-79.935434616,40.495396902,1767,{D36AD875-26C6-4ACA-8871-22C985D6041B},2020/03/30 15:33:32,Jamie Horne,412-799-0701,jamieh@sfwc.org,Sharpsburg Family Worship Center,Www.sfwc.org,(none),Every Wednesday 5:30-6:30 while supplies last,"Fresh, hot dinner from local restaurants as well as bags of fresh food and bakery served. We have enough to feed 200 people",610 Clay Street,,Pittsburgh,PA,15215,active,Served outside glass doors,"everyone,students,senior_citizens",No,,no,
-79.8987580899999,40.310046368,1771,{D6CFEC37-0723-4E3F-8184-7D93196C7175},2020/03/30 15:37:52,Pastor Michael,(412) 233-4006,,Pine Run Church,,(none),LIMITED EMERGENCY FOOD NEEDS: Cans/shelf stable foods outside under shelter for pickup ,Canned goods/shelf stable items.,901 North 6th Street,,Clairton,PA,15025,active,Everyone: Emergency shelf stable food only (limited supplies),"everyone,students,senior_citizens",No,,no,Church
-80.1908989309999,40.540866964,1773,{D251728E-92ED-4818-879E-6DC8FD5B3053},2020/03/30 18:19:46,Miriam Rader,(412) 849-8187,,Sewickley Community Center Food Pantry,,(none),"2nd & 4th Weds 11:30 -1:00PM Drive-thru 
Emergencies by Appt ONLY",(none),15 Chadwick St,,Sewickley,PA,15143,active,Quaker Valley Zip Codes,none_of_the_above,No,,no,Other
-79.834894693,40.400891986,1777,{FDCC535C-46DD-414B-820F-6FC8BC8503EE},2020/03/31 19:44:50,Nathaniel Carter ,412-589-4532,thisgenerationconnect@gmail.com,This Generation Connect,www.thisgenerationconnect.com,"They have 2 food programs currently:  1) Distribution of food received from 412 Food Rescue, and 2) a hot meal program. 

1) The distribution of food will only be on Tuesdays for the next two weeks (March 31 and April 7). They plan to do food distribution the following week on Tuesday AND Thursday (April 14th and 16th). The food is for pick up.  They are only delivering to seniors. 

2) For a hot meal, you need to visit the website to register for a hot meal.  The specific times are on the website, which is between 5:00pm and 7:00pm. www.thisgenerationconnect.com
","They have 2 food programs currently:  1) Distribution of food received from 412 Food Rescue, and 2) a hot meal program. 

1) The distribution of food will only be on Tuesdays for the next two weeks (March 31 and April 7). They plan to do food distribution the following week on Tuesday AND Thursday (April 14th and 16th). The food is for pick up.  They are only delivering to seniors. 

2) For a hot meal, you need to visit the website to register for a hot meal.  The specific times are on the website, which is between 5:00pm and 7:00pm. www.thisgenerationconnect.com
",,827 Linden Avenue ,,East Pittsburgh ,PA,15112,active,Everyone. ,"everyone,students,senior_citizens",Yes,"Volunteers would help the bag the food, helping to make these care packages. Volunteers generally arrive on site around 3:30pm and leave by 7:00pm on the day of distribution. ",no,Other
-80.0703633809999,40.4582565320001,1783,{497A091E-8254-43D2-86D9-7E7C4C3AE3CE},2020/04/01 07:04:21,Brandy Pondexter 412-498-2827,412-498-2827,,White Lily Baptist Church ,,Curbside. Grab N Go right in front of entrance to the church,"Tuesday Breakfast/Brunch 9am until gone
Tuesday Dinner 6pm until gone
Thursday Breakfast/Brunch 9am until gone
Thursday Dinner 6pm until gone",(none),3621 Chartiers Ave,,Pittsburgh ,PA,15204,active,"All are welcome
",everyone,No,,no,
-80.3179877759999,40.753808361,1785,{1B4D55B6-7EF7-4818-8861-A9201D76C9DE},2020/04/01 15:20:16,Tanis,724-584-2966,,Table of Grace Feeding Ministry,https://www.facebook.com/Table-of-Grace-Feeding-Ministry-546025345561901/,On the corner of 13th St and 6th Ave.  A block down from the library,"Dinners Mon, Wed, Thurs, Fri from 4pm to 5pm
Lunch: Tuesday 11am to 1pm
Breakfast Saturdays 9am-11am",We provide to-go style hot meals,1227 6th Ave,Central Methodist Church,Beaver Falls,PA,15010,active,All are welcome.,"everyone,students,senior_citizens",Yes,Volunteers to assist kitchen leaders with meal preparation and packaging and serving the meals.,no,Church
-79.9467106229999,40.446883287,1790,{3B0FC87F-8DD0-41CC-8879-9D3DFCBA48B2},2020/04/01 16:17:37,Zachary Miller,412-268-8704,zmiller@andrew.cmu.edu,Carnegie Mellon University Pantry,https://www.cmu.edu/student-affairs/resources/cmu-pantry/index.html,Call the phone number listed on the Pantry sign in the front door of the Residence on Fifth to gain access to the building.,"Monday | 3:00 pm - 5:00 pm
Tuesday | 1:00 pm - 3:00 pm
Wednesday | 3:00 pm - 5:00 pm
Thursday | 1:00 pm - 3:00 pm
Friday | 3:00 pm - 5:00 pm
Saturday | Closed
Sunday | Closed","All orders from the CMU Pantry include a standardized package of staple foods, including fresh produce, protein, canned fruits/vegetables, quick meals, soups, pasta/rice, potatoes, cereal, snacks, and miscellaneous items if available. All orders also include a cleaning/hygiene item. Additionally, shoppers are able to choose from a limited number of other items in the Pantry to customize their orders. Shoppers can fill out the online order form by visiting the CMU Pantry website.",4700 Fifth Ave,,Pittsburgh,PA,15213,active,"The Carnegie Mellon University Pantry is a need-blind resource that is open only to current CMU students. All current students, including both undergraduate and graduate students, are welcome to visit our Pantry and take food once per week.",students,No,,no,Pantry
-79.933111622,40.406742513,1792,{E2B37324-E135-4775-89D2-6F1B3C16CD13},2020/04/01 15:48:20,,412-422-6554,,Citiparks Senior Center - Glen Hazel,https://pittsburghpa.gov/citiparks/senior-centers,(none),"Monday, Wednesday & Friday
11 a.m. to 1 p.m.
",*Seniors who are not registered for the program but are in need of food or other resources should contact the Allegheny County Area on Aging’s SeniorLine     (1-800-344-4319).,945 Roselle Ct,,Glen Hazel,PA,15207,active,seniors - you must be registered,senior_citizens,No,,no,
-79.942572,40.403664,1793,{E56369AE-FBE0-4B59-8FB6-E6D419C99346},2020/04/01 15:48:18,,412-422-6549,,Citiparks Senior Center - Hazelwood,https://pittsburghpa.gov/citiparks/senior-centers,(none),"Monday, Wednesday & Friday
11 a.m. to 1 p.m.
",*Seniors who are not registered for the program but are in need of food or other resources should contact the Allegheny County Area on Aging’s SeniorLine     (1-800-344-4319).,5344 Second Ave,,Pittsburgh,PA,15207,active,seniors - must be registered,senior_citizens,No,,no,
-79.8929522829999,40.456892784,1794,{7F9C1EB2-6D00-40C7-854A-FE7260D4C153},2020/04/01 15:48:16,,412-244-4190,,Citiparks Senior Center - Homewood,https://pittsburghpa.gov/citiparks/senior-centers,(none),"Monday, Wednesday & Friday
11 a.m. to 1 p.m.",*Seniors who are not registered for the program but are in need of food or other resources should contact the Allegheny County Area on Aging’s SeniorLine     (1-800-344-4319).,7321 Frankstown Ave,,Pittsburgh,PA,15208,active,seniors - must be registered,senior_citizens,No,,no,
-79.958072606,40.473109003,1795,{EDF06829-0960-4F45-8098-EB77C24C018B},2020/04/01 15:48:14,,412-622-6918,,Citiparks Senior Center - Lawrenceville,https://pittsburghpa.gov/citiparks/senior-centers,(none),"Monday, Wednesday & Friday
11 a.m. to 1 p.m.
",*Seniors who are not registered for the program but are in need of food or other resources should contact the Allegheny County Area on Aging’s SeniorLine     (1-800-344-4319).,4600 Butler St.  ,,Pittsburgh,PA,15201,active,seniors - must be registered,senior_citizens,No,,no,
-80.056556552,40.4552018260001,1796,{03A7D6BC-4DC2-44C1-8A9E-6672FEAC1BCD},2020/04/01 15:48:12,,412-777-5012,,Citiparks Senior Center - Sheraden,https://pittsburghpa.gov/citiparks/senior-centers,(none),"Monday, Wednesday & Friday
11 a.m. to 1 p.m.
",*Seniors who are not registered for the program but are in need of food or other resources should contact the Allegheny County Area on Aging’s SeniorLine     (1-800-344-4319).,720 Sherwood Ave.  ,,Pittsburgh,PA,15204,active,seniors - must be registered,senior_citizens,No,,no,
-79.986274123,40.4293957890001,1797,{F6B47763-72B6-4AA7-8B69-610A5AB17A70},2020/04/01 15:48:06,,412-488-8404,,Citiparks Senior Center - South Side,https://pittsburghpa.gov/citiparks/senior-centers,(none),"Monday, Wednesday & Friday
11 a.m. to 1 p.m.
",*Seniors who are not registered for the program but are in need of food or other resources should contact the Allegheny County Area on Aging’s SeniorLine     (1-800-344-4319).,12th & 1 Bedford Sq.  ,,Pittsburgh,PA,15203,active,seniors - must be registered,senior_citizens,No,,no,
-80.232134704,40.595918704,1798,{46745CF3-1D38-401C-8F03-688CEE1AF56B},2020/04/01 16:28:00,,,,The Ladle and Hearth,,"Do not enter the church, wait outside remaining 6 feet or more apart.  Meals will be brought out to-go",Mondays 5:30 PM to 6:30 PM,"Food will provided in to-go containers, due to the increased need, food can only be served until supplies run out.",1320 Church St,,Ambridge,PA,15003,active,"All are welcome, anyone may receive, until food supplies are exhausted.","everyone,students,senior_citizens",No,,no,Pantry
-79.888277799,40.4203100120001,1799,{954A2F63-DD34-4D5D-89BF-3303266EA465},2020/04/02 14:41:09,Saloam Knox,866-59-SPACE,info@mybusinessspace.org,My Business Space,Credit Power LLC,(none)This is a grab and go,"Donation Times are 4/1/20-4/3/20am, 9:30-6:00pm
4/6/20, 9:30-6:00pm
4/8/20-4/9/20. 9:30am-6:00pm

Distribution of food 4/10/20, 12pm-2:00pm",the distribution of food are meals ready to cook,7424 Washington Avenue,,Swissvale,PA,15218,closed,This distribution is for the community in need.,closed,Yes,We need volunteers to pass out the bags of food and non perishable items.,yes,
-80.2242738469999,40.587299665,1803,{BBDC5517-413E-4A32-8D27-E368CF7D0AFB},2020/04/01 19:53:08,Elizabeth Giles,412-403-1186,,New Hope Community Church,http://www.4newhope.org,"Distribution is outdoors, on sidewalk, unless weather prohibits. Then they'll be inside.",When food is available. Check Facebook for updates.,(none),592 Beaver Rd,,Ambridge,PA,15003,active,All are welcome,"everyone,students,senior_citizens",No,,no,
-80.061573617,40.465384,1808,{9E0C16E7-CF7A-412B-8ACE-007E3E52F94A},2020/04/02 19:19:12,,412-331-1685 x232,aroberts@forstorox.org,Positive Parenting / Focus on Renewal ,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",701 Chartiers Avenue,,McKees Rock,PA,15136,active,focused on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.880568491,40.4437162080001,1809,{D24BE6C1-F86A-476B-84C5-A251852077EA},2020/04/02 19:10:00,,412-871-7948,,Wilkinsburg Family Support Center ,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",807 Wallace Street,,Pittsburgh,PA,15221,active,focus on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.843896265,40.3713684050001,1810,{7DFEFF6C-A5F5-44A1-8D8F-46F5A40E90BE},2020/04/02 19:09:59,,412-469-9870 x211,drobinson@ulpgh.org,Duquesne Family Support Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",1 Library Place,,Duquesne,PA,15110,active,focus on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.883725197,40.288967244,1811,{1780C36E-ED0F-4771-8BB5-D1196AF423CC},2020/04/02 19:09:57,,412-552-0672 or 412-552-9373,,Clairton Family Support Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",734 Miller Avenue,,Clairton,PA,15025,active,focus on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.8100243109999,40.39254307,1812,{C1E03CD9-D330-46D4-8643-996D4BD89454},2020/04/02 19:09:56,,412-773-2532,eastalleghenyfc@aiu3.net,East Allegheny Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",200 Westinghouse Avenue,,Wilmerding,PA,15148,active,focus on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.7513299989999,40.6026051860001,1813,{9DB38DEE-14DB-48F7-8D64-1C9FFC77BBC9},2020/04/02 19:09:55,,724-224-9006 or 412-586-8129,highlandsfc@aiu3.net,HIghlands Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",415 Fourth Avenue,,Tarentum,PA,15084,active,focus on families with infants or toddlers,family_support,No,,no,Family Support Center
-79.9413757,40.401409523,1814,{29488807-49B6-466B-8F74-15271EA63639},2020/04/02 19:09:53,,412-325-8111,martha.sherlock@aiu3.net,Latino Family Center,,Family Support Center,"This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
","This location has access to diapers, wipes, and formula but centers are closed and supplies are limited, so please call ahead
",5450 Second Avenue,,Pittsburgh,PA,15207,active,focus on families with infants or toddlers,family_support,No,,no,Family Support Center
