id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
2.01409E+11,Asian Cuisine,4528,Broadway Boulevard,Monroeville,PA,15146,Monroeville,211,Restaurant without Liquor,1,9/24/14,9/24/14,10,,0,1,1,-79.76711651,40.3900142,4528 Broadway Boulevard Monroeville PA 15146
2.01409E+11,Two Ugly Mugs,437,Balconade Drive,Pittsburgh,PA,15236,Baldwin Boro,151,Warehouse,2,9/26/14,9/26/14,0,,100,1,1,-79.97509275,40.34441977,437 Balconade Drive Pittsburgh PA 15236
2.01409E+11,Ormsby Ave Cafe,402,Ormsby Avenue,Pittsburgh,PA,15210,Pittsburgh-116,201,Restaurant with Liquor,1,10/1/14,10/1/14,32,,0,1,1,-79.98151827,40.41257003,402 Ormsby Avenue Pittsburgh PA 15210
2.0141E+11,Carol Leone Childcare & Development,551,Thorn Run Road,Coraopolis,PA,15108,Moon,651,School Full Service Kitchen,9,5/21/14,5/21/14,0,,189,1,1,-80.18467063,40.52138373,551 Thorn Run Road Coraopolis PA 15108
2.0141E+11,Whitehall Presbyterian Church,4935,Willock Road,Pittsburgh,PA,15227,Whitehall,407,Church Kitchen,2,10/1/14,10/1/14,0,,500,1,1,,,4935 Willock Road Pittsburgh PA 15227
2.0141E+11,Fox's Pizza,1746,William Flynn Highway,Glenshaw,PA,15116,Shaler,212,Chain Restaurant without Liquor,1,9/29/14,9/29/14,0,,0,7,1,-79.96122851,40.53912897,1746 William Flynn Highway Glenshaw PA 15116
2.0141E+11,Fox's Pizza Den,6091,Steubenville Pike,Mc Kees Rocks,PA,15136,Robinson,212,Chain Restaurant without Liquor,1,9/18/14,9/18/14,8,,0,1,1,-80.14613632,40.44394421,6091 Steubenville Pike Mc Kees Rocks PA 15136
2.0141E+11,SDC Nutrition,170,Industry Drive,Pittsburgh,PA,15275,Findlay,172,Food Processor,1,9/24/14,9/24/14,0,,40000,1,1,-80.20313038,40.46244829,170 Industry Drive Pittsburgh PA 15275
2.0141E+11,Golden Palace,1782,Golden Mile Highway,Monroeville,PA,15146,Monroeville,211,Restaurant without Liquor,0,10/6/14,10/6/14,90,,0,1,1,-79.71271884,40.44460765,1782 Golden Mile Highway Monroeville PA 15146
2.0141E+11,LiLi's,128,Highland  Avenue,Pittsburgh,PA,15206,Pittsburgh-108,101,Transient Caterer,1,9/25/14,9/25/14,0,,100,7,1,-80.03075551,40.52244489,128 Highland  Avenue Pittsburgh PA 15206
2.0141E+11,SW Healthcare Center,500,Lewis Run Road,West Mifflin,PA,15122,Pleasant Hills,308,Nursing Home,0,10/2/14,10/2/14,0,60,0,1,1,,,500 Lewis Run Road West Mifflin PA 15122
2.0141E+11,Square Cafe Mobile MFF4,1137,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,119,Mobile,1,10/2/14,10/2/14,0,,1,1,1,,,1137 Braddock Avenue Pittsburgh PA 15218
2.0141E+11,Leiserv Snack Bar,5840,Buttermilk Hollow Road,Pittsburgh,PA,15207,Pittsburgh-131,211,Restaurant without Liquor,1,10/24/14,9/24/14,0,,0,1,1,-79.9086204,40.36421332,5840 Buttermilk Hollow Road Pittsburgh PA 15207
2.0141E+11,Leiserv 11th Frame Lounge Brunswick Playmor Bowl,5840,Buttermilk Hollow Road,Pittsburgh,PA,15207,Pittsburgh-131,201,Restaurant with Liquor,1,9/24/14,9/24/14,41,,0,1,1,-79.9086204,40.36421332,5840 Buttermilk Hollow Road Pittsburgh PA 15207
2.0141E+11,Chili Noodle Corner,500,Liberty  Avenue,Pittsburgh,PA,15222,Pittsburgh-101,211,Restaurant without Liquor,0,9/29/14,9/29/14,69,,0,7,1,-80.00358978,40.44120959,500 Liberty  Avenue Pittsburgh PA 15222
2.0141E+11,Flix Sports Bar & Grill,1701,Lincoln Highway,North Versailles,PA,15137,North Versailles,202,Chain Restaurant with Liquor,1,10/1/14,10/1/14,45,,0,1,1,-79.78875574,40.37224539,1701 Lincoln Highway North Versailles PA 15137
2.0141E+11,AFC Sushi @ PNC Bank,500,1st Avenue,Pittsburgh,PA,15219,Pittsburgh-101,211,Restaurant without Liquor,1,10/2/14,10/2/14,0,,0,7,1,-79.99759902,40.43586432,500 1st Avenue Pittsburgh PA 15219
2.0141E+11,Italian Village Pizza,2615,Main Street,Homestead,PA,15120,Munhall,212,Chain Restaurant without Liquor,1,10/2/14,10/2/14,0,,0,7,1,-79.90006836,40.39255154,2615 Main Street Homestead PA 15120
2.0141E+11,City Pizza & Pasta,1955,Lincoln Way,Mc Keesport,PA,15131,White Oak,211,Restaurant without Liquor,1,10/1/14,10/1/14,10,,0,7,1,,,1955 Lincoln Way Mc Keesport PA 15131
2.0141E+11,Smoke House BBQ,1268,Brinton Road,Pittsburgh,PA,15221,Braddock Hills,211,Restaurant without Liquor,1,10/2/14,10/2/14,0,,0,7,1,-79.86500733,40.42245962,1268 Brinton Road Pittsburgh PA 15221
2.0141E+11,Phillips Premium Foods,5034,Windriver Drive,Mc Kees Rocks,PA,15136,Kennedy,152,Refrigerated Warehouse,2,10/1/14,10/1/14,0,,400,1,1,-80.11389233,40.47839265,5034 Windriver Drive Mc Kees Rocks PA 15136
2.0141E+11,Sahara Hookah,1205,Carson Street,Pittsburgh,PA,15203,Pittsburgh-117,115,Packaged Food Only,2,10/6/14,10/6/14,0,,20,1,1,,,1205 Carson Street Pittsburgh PA 15203
2.0141E+11,Nakama North,10636,Perry  Highway,Wexford,PA,15090,Pine,201,Restaurant with Liquor,1,10/7/14,10/7/14,142,,0,1,1,-80.05326068,40.61356107,10636 Perry  Highway Wexford PA 15090
2.0141E+11,Cookie Jack's,2312,Main Street,Pittsburgh,PA,15215,Sharpsburg,172,Food Processor,1,10/1/14,10/1/14,0,,300,7,1,-79.91361075,40.4936459,2312 Main Street Pittsburgh PA 15215
2.0141E+11,Deluca Italian Bakery,546,Brookline Boulevard,Pittsburgh,PA,15226,Pittsburgh-119,118,Chain Bakery,1,10/8/14,10/8/14,0,,3000,1,1,-80.02258162,40.39524666,546 Brookline Boulevard Pittsburgh PA 15226
2.0141E+11,Parker's,2911,Glenmore Avenue,Pittsburgh,PA,15216,Dormont,211,Restaurant without Liquor,0,10/8/14,10/8/14,6,,0,7,1,-80.03506494,40.39543925,2911 Glenmore Avenue Pittsburgh PA 15216
2.0141E+11,Sugar Alchemy,5001,Baptist  Road,Pittsburgh,PA,15236,Whitehall,117,Bakery,1,10/8/14,10/8/14,0,,800,7,1,-79.99994951,40.35712811,5001 Baptist  Road Pittsburgh PA 15236
2.0141E+11,Warrington Recreation Center / Youth Places,329,Warrington,Pittsburgh,PA,15210,Pittsburgh-118,403,Child Food Service,1,10/7/14,10/7/14,0,,400,7,1,,,329 Warrington Pittsburgh PA 15210
2.0141E+11,Parkway Theatre Film Lounge,644,Broadway Avenue,Mc Kees Rocks,PA,15136,Stowe,201,Restaurant with Liquor,1,9/29/14,9/29/14,20,,0,1,1,-80.07241906,40.47201875,644 Broadway Avenue Mc Kees Rocks PA 15136
2.0141E+11,Fox's Pizza Den Of Penn Hills,12244,Frankstown  Road,Pittsburgh,PA,15235,Penn Hills,212,Chain Restaurant without Liquor,1,10/3/14,10/3/14,8,,0,1,1,-79.81915568,40.47226112,12244 Frankstown  Road Pittsburgh PA 15235
2.0141E+11,City View Event Center LLC,510,W Station Square Drive,Pittsburgh,PA,15219,Pittsburgh-119,201,Restaurant with Liquor,1,10/15/14,10/15/14,68,,0,1,1,-80.00933379,40.43631842,510  W Station Square Drive Pittsburgh PA 15219
2.0141E+11,Riverhounds Concession #1,510,W Station Square Drive,Pittsburgh,PA,15219,Pittsburgh-119,211,Restaurant without Liquor,1,10/15/14,10/15/14,0,,0,1,1,-80.00933379,40.43631842,510  W Station Square Drive Pittsburgh PA 15219
2.0141E+11,Riverhounds Concession #2,510,W Station Square Drive,Pittsburgh,PA,15219,Pittsburgh-119,211,Restaurant without Liquor,1,10/15/14,10/15/14,0,,0,1,1,-80.00933379,40.43631842,510 W Station Square Drive Pittsburgh PA 15219
2.0141E+11,Riverhounds Concession #3,510,W Station Square Drive,Pittsburgh,PA,15219,Pittsburgh-119,211,Restaurant without Liquor,1,10/15/14,10/15/14,0,,0,1,1,-80.00933379,40.43631842,510  W Station Square Drive Pittsburgh PA 15219
2.0141E+11,Youth Places,938,Chesnut Street,Duquesne,PA,15110,Duquesne,403,Child Food Service,2,10/7/14,10/7/14,0,,150,1,1,,,938 Chesnut Street Duquesne PA 15110
2.0141E+11,Leona's Ice Cream Sandwiches,774,Penn  Avenue,Pittsburgh,PA,15221,Wilkinsburg,172,Food Processor,1,10/9/14,10/9/14,0,,2000,1,1,-79.88283009,40.44276501,774 Penn  Avenue Pittsburgh PA 15221
2.0141E+11,Auto Zone #4696,10451,Perrry Highway,Wexford,PA,15090,McCandless,116,Chain Packaged Food Only,2,9/20/14,9/20/14,0,,16,1,1,,,10451 Perrry Highway Wexford PA 15090
2.0141E+11,Wendy's Old Fashioned Hamburgers #10427,10810,Perry Highway,Wexford,PA,15090,Pine,212,Chain Restaurant without Liquor,0,10/8/14,10/8/14,79,,0,7,1,-80.05446601,40.61580398,10810 Perry Highway Wexford PA 15090
2.0141E+11,Heritage Manor Senior Living,4220,Saw Mill Run Boulevard,Pittsburgh,PA,15227,Brentwood,304,Personal Care Boarding Home,1,10/6/14,10/6/14,0,40,0,1,1,,,4220 Saw Mill Run Boulevard Pittsburgh PA 15227
2.0141E+11,Brentwood Boro Concession Stand,110,Park Drive,Pittsburgh,PA,15227,Brentwood,211,Restaurant without Liquor,1,10/10/14,10/10/14,0,,0,1,1,-79.97317077,40.37515433,110 Park Drive Pittsburgh PA 15227
2.0141E+11,Dinner Bell,2627,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,119,Mobile,1,10/10/14,10/10/14,0,,1,7,1,-79.9779599,40.4555482,2627 Penn Avenue Pittsburgh PA 15222
2.0141E+11,The Market Kitchen,2401,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,1,10/10/14,10/10/14,0,,0,7,1,-79.98048752,40.45381624,2401 Penn Avenue Pittsburgh PA 15222
2.0141E+11,The Muddy Cup,1012,Perry Highway,Pittsburgh,PA,15237,Ross,211,Restaurant without Liquor,1,10/8/14,10/8/14,14,,0,7,1,-80.03598798,40.53990013,1012 Perry Highway Pittsburgh PA 15237
2.0141E+11,Speedway #2902,4420,Browns Hill Road,Pittsburgh,PA,15217,Pittsburgh-115,114,Chain Retail/Convenience Store,1,10/14/14,10/14/14,0,,3900,1,1,-79.92744281,40.41907831,4420 Browns Hill Road Pittsburgh PA 15217
2.0141E+11,Salud Juicery,733,Copeland Street,Pittsburgh,PA,15232,Pittsburgh-107,212,Chain Restaurant without Liquor,1,10/7/14,10/7/14,8,,0,1,1,-79.9346241,40.45121214,733 Copeland Street Pittsburgh PA 15232
2.0141E+11,Caliente Pizza & Draft House,4706,William Flynn Highway,Allison Park,PA,15101,Hampton,202,Chain Restaurant with Liquor,0,10/16/14,10/16/14,40,,0,1,1,,,4706 William Flynn Highway Allison Park PA 15101
2.0141E+11,Mr Z's Mex-Italia,6545,Saltsburg Road,Pittsburgh,PA,15235,Penn Hills,211,Restaurant without Liquor,1,10/9/14,10/9/14,0,,0,7,1,,,6545 Saltsburg Road Pittsburgh PA 15235
2.0141E+11,Courtyard Pittsburgh Monroeville Restaurant,3962,Wm Penn  Highway,Monroeville,PA,15146,Monroeville,202,Chain Restaurant with Liquor,1,10/31/14,10/31/14,46,,0,1,1,-79.77332416,40.43724493,3962 Wm Penn  Highway Monroeville PA 15146
2.0141E+11,Comfort Inn & Suites Pittsburgh Restaurant,180,Gamma Drive,Pittsburgh,PA,15238,O'Hara,212,Chain Restaurant without Liquor,1,10/31/14,10/31/14,58,,0,7,1,-79.86038917,40.50183889,180 Gamma Drive Pittsburgh PA 15238
2.0141E+11,Istanbul Grill @ US Steel Tower,600,Grant  Street,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,1,10/8/14,10/8/14,0,,0,1,1,-79.99485274,40.441355,600 Grant  Street Pittsburgh PA 15222
2.0141E+11,Boyd's Candy Shoppe,215,Market Street,Elizabeth,PA,15037,Elizabeth Borough,115,Packaged Food Only,2,10/20/14,10/20/14,0,,560,7,1,-79.88622674,40.27272168,215 Market Street Elizabeth PA 15037
2.0141E+11,CMU / Tartan Express,5000,Forbes Avenue,Pittsburgh,PA,15213,Pittsburgh-114,119,Mobile,0,10/22/14,10/22/14,0,,1,7,1,-79.94339579,40.44420502,5000 Forbes Avenue Pittsburgh PA 15213
2.0141E+11,Homewood's Quik Pick,7201,Frankstown  Avenue,Pittsburgh,PA,15208,Pittsburgh-113,113,Retail/Convenience Store,1,10/22/14,10/22/14,0,,1000,1,1,-79.89609819,40.45751585,7201 Frankstown  Avenue Pittsburgh PA 15208
2.0141E+11,Deluca's Italian Bakery,28,Old Clairton Road,Pittsburgh,PA,15236,Pleasant Hills,118,Chain Bakery,1,10/8/14,10/8/14,0,,1000,7,1,-79.9647556,40.33978157,28 Old Clairton Road Pittsburgh PA 15236
2.0141E+11,Artisan Catering Co,250,Pacific Avenue,Pittsburgh,PA,15224,Pittsburgh-108,101,Transient Caterer,1,10/22/14,10/22/14,0,,100,7,1,,,250 Pacific Avenue Pittsburgh PA 15224
2.0141E+11,S & S Express Food Mart,922,Main Street,Pittsburgh,PA,15215,Sharpsburg,113,Retail/Convenience Store,1,10/15/14,10/15/14,0,,150,7,1,-79.93278008,40.49469188,922 Main Street Pittsburgh PA 15215
2.0141E+11,Wild Sage,3932,William Flynn Highway,Allison Park,PA,15101,Hampton,201,Restaurant with Liquor,1,11/1/14,11/1/14,38,,0,7,1,,,3932 William Flynn Highway Allison Park PA 15101
2.0141E+11,La Internacional Grocery Store,809,Main Street,Pittsburgh,PA,15215,Sharpsburg,113,Retail/Convenience Store,1,10/12/14,10/12/14,0,,1000,7,1,-79.93429209,40.49441347,809 Main Street Pittsburgh PA 15215
2.0141E+11,Las Chicas Truck (ZGE1757),2558,Glenwood Drive,Wexford,PA,15090,Franklin Park,119,Mobile,1,10/14/14,10/14/14,0,,1,1,1,-80.08531456,40.60945266,2558 Glenwood Drive Wexford PA 15090
2.0141E+11,Wendy's Old Fashioned Hamburgers #2346,5422,Baum Boulevard,Pittsburgh,PA,15232,Pittsburgh-108,212,Chain Restaurant without Liquor,1,10/27/14,10/27/14,122,,0,7,1,-79.93746121,40.45697799,5422 Baum Boulevard Pittsburgh PA 15232
2.0141E+11,New Big Town Corner Store,1300,Woodland  Avenue,Pittsburgh,PA,15212,Pittsburgh-127,115,Packaged Food Only,2,10/2/14,10/2/14,0,,500,1,1,-80.03026585,40.46922282,1300 Woodland  Avenue Pittsburgh PA 15212
2.0141E+11,Dollar General #14985,5800,Buttermilk Hollow Road,Pittsburgh,PA,15207,Pittsburgh-131,116,Chain Packaged Food Only,2,10/24/14,10/24/14,0,,4800,1,1,-79.90909455,40.36481815,5800 Buttermilk Hollow Road Pittsburgh PA 15207
2.0141E+11,Bellissimo's Pizza & Deli,10339,Perry Highway,Wexford,PA,15090,McCandless,211,Restaurant without Liquor,1,11/3/14,11/3/14,45,,0,7,1,-80.05123498,40.60409263,10339 Perry Highway Wexford PA 15090
2.0141E+11,Brother Tom's Bakery,808,Main Street,Pittsburgh,PA,15215,Sharpsburg,211,Restaurant without Liquor,1,11/1/14,11/1/14,72,,0,1,1,-79.93419508,40.49481619,808 Main Street Pittsburgh PA 15215
2.0141E+11,Vincenzo's Pizza & Pasta,2885,West Liberty  Avenue,Pittsburgh,PA,15216,Dormont,211,Restaurant without Liquor,1,10/24/14,10/24/14,24,,0,1,1,,,2885 West Liberty  Avenue Pittsburgh PA 15216
2.0141E+11,Lincoln Avenue Market,1407,Lincoln Avenue,Pittsburgh,PA,15206,Pittsburgh-112,113,Retail/Convenience Store,1,10/27/14,10/27/14,0,,500,7,1,-79.89690603,40.46821358,1407 Lincoln Avenue Pittsburgh PA 15206
2.0141E+11,Angie's Treats,317,Anthon Drive,Pittsburgh,PA,15235,Penn Hills,119,Mobile,1,10/21/14,10/21/14,0,,1,7,1,-79.80070278,40.4683129,317 Anthon Drive Pittsburgh PA 15235
2.0141E+11,Youth Places After School,1117,Wood  Street,Pittsburgh,PA,15221,Wilkinsburg,403,Child Food Service,1,10/28/14,10/28/14,0,,100,1,1,-79.8841155,40.44516966,1117 Wood  Street Pittsburgh PA 15221
2.0141E+11,J & J 's,2008,Maple Street,Homestead,PA,15120,Munhall,115,Packaged Food Only,2,10/29/14,10/29/14,0,,600,1,1,-79.90200349,40.39924938,2008 Maple Street Homestead PA 15120
2.0141E+11,Courtyard By Marriott / Restaurant,401,Waterfront Drive,Homestead,PA,15120,West Homestead,202,Chain Restaurant with Liquor,1,10/31/14,10/31/14,45,,0,1,1,,,401 Waterfront Drive Homestead PA 15120
2.0141E+11,Vespucci Pizza,1710,Forbes Avenue,Pittsburgh,PA,15219,Pittsburgh-101,211,Restaurant without Liquor,1,10/22/14,10/22/14,16,,0,7,1,-79.98227547,40.43737377,1710 Forbes Avenue Pittsburgh PA 15219
2.0141E+11,Nak Won Garden,5504,Centre  Avenue,Pittsburgh,PA,15232,Pittsburgh-107,211,Restaurant without Liquor,0,10/24/14,10/24/14,30,,0,1,1,,,5504 Centre  Avenue Pittsburgh PA 15232
2.0141E+11,Karibu International Market  LLC,2740,Saw Mill Run Boulevard,Pittsburgh,PA,15227,Whitehall,111,Supermarket,1,10/28/14,10/28/14,0,,800,1,1,-79.99141812,40.37827234,2740 Saw Mill Run Boulevard Pittsburgh PA 15227
2.0141E+11,My Thai,3024,West Liberty  Avenue,Pittsburgh,PA,15216,Dormont,201,Restaurant with Liquor,1,7/29/14,7/29/14,74,,0,1,1,,,3024 West Liberty  Avenue Pittsburgh PA 15216
2.0141E+11,Tailgaters Sports Bar & Grille II,415,Noblestown Road,Carnegie,PA,15106,Carnegie,201,Restaurant with Liquor,1,10/29/14,10/29/14,49,,0,7,1,-80.07478194,40.41316571,415 Noblestown Road Carnegie PA 15106
2.0141E+11,Asiago's Tuscan Italian,381,Shore Drive,Pittsburgh,PA,15212,Pittsburgh-122,201,Restaurant with Liquor,0,10/31/14,10/31/14,240,,0,7,1,,,381 Shore Drive Pittsburgh PA 15212
2.01411E+11,CVS / Pharmacy #7611,4849,Wm  Flynn Highway,Allison Park,PA,15101,Hampton,116,Chain Packaged Food Only,1,10/22/14,10/22/14,0,,9000,1,1,,,4849 Wm  Flynn Highway Allison Park PA 15101
2.01411E+11,Old School Italian Sandwich Shop,609,9th  Avenue,Homestead,PA,15120,Munhall,211,Restaurant without Liquor,1,10/30/14,10/30/14,6,,0,1,1,,,609 9th  Avenue Homestead PA 15120
2.01411E+11,Beacom's,120,Sr 908 EXT,Tarentum,PA,15084,Frazer,115,Packaged Food Only,2,11/3/14,11/3/14,0,,1500,1,1,,,120 Sr 908 EXT Tarentum PA 15084
2.01411E+11,Samba Mini Mart,2520,Bedford Avenue,Pittsburgh,PA,15219,Pittsburgh-105,113,Retail/Convenience Store,2,10/7/14,10/7/14,0,,500,1,1,-79.97214387,40.45068618,2520 Bedford Avenue Pittsburgh PA 15219
2.01411E+11,Perfect Peace Mobile MFF3,301,Oakland Avenue,Braddock,PA,15104,North Braddock,119,Mobile,1,10/31/14,10/31/14,0,,1,1,1,-79.86647055,40.41204356,301 Oakland Avenue Braddock PA 15104
2.01411E+11,Super Mart,100,Boyce Park Dr,Pittsburgh,PA,15239,Plum,114,Chain Retail/Convenience Store,1,10/29/14,10/29/14,0,,2000,7,1,-79.74483708,40.47776218,100 Boyce Park Dr Pittsburgh PA 15239
2.01411E+11,Exxon Cheswick,1003,Freeport  Road,Cheswick,PA,15024,Harmar,114,Chain Retail/Convenience Store,1,10/21/14,10/21/14,0,,1400,1,1,-79.81414818,40.54075296,1003 Freeport  Road Cheswick PA 15024
2.01411E+11,Mambo Italia,424,Broad Street,Sewickley,PA,15143,Sewickley,211,Restaurant without Liquor,1,10/23/14,10/23/14,48,,0,1,1,-80.18066896,40.53967846,424 Broad Street Sewickley PA 15143
2.01411E+11,The Rolling Kitchen (XHS-0563) MFF4,1041,Hiland Avenue,Coraopolis,PA,15108,Coraopolis,119,Mobile,1,10/21/14,10/21/14,0,,1,1,1,-80.16575441,40.51479968,1041 Hiland Avenue Coraopolis PA 15108
2.01411E+11,Randita's Organic Vegan Cafe,207,Commercial  Avenue,Pittsburgh,PA,15215,Aspinwall,211,Restaurant without Liquor,0,12/1/14,12/1/14,25,,0,7,1,-79.90482682,40.49044966,207 Commercial  Avenue Pittsburgh PA 15215
2.01411E+11,Five Alarm Dogs,1711,Canal Street,Pittsburgh,PA,15215,Sharpsburg,119,Mobile,1,10/29/14,10/29/14,0,,1,7,1,,,1711 Canal Street Pittsburgh PA 15215
2.01411E+11,McDonalds,430,Penn Avenue,Pittsburgh,PA,15221,Wilkinsburg,212,Chain Restaurant without Liquor,1,11/5/14,11/5/14,100,,0,1,1,-79.88866636,40.44463056,430 Penn Avenue Pittsburgh PA 15221
2.01411E+11,KIDZ Kingdom Daycare & Learning Center,307,Kennedy  Avenue,Duquesne,PA,15110,Duquesne,403,Child Food Service,1,11/4/14,11/4/14,0,,100,1,1,-79.84767633,40.37141202,307 Kennedy  Avenue Duquesne PA 15110
2.01411E+11,KIDZ Kingdom Daycare & Learning Center,101,7th  Avenue,Homestead,PA,15120,Homestead,403,Child Food Service,1,11/3/14,11/3/14,0,,150,1,1,,,101 7th  Avenue Homestead PA 15120
2.01411E+11,Judy's Java Joint,3400 Suite 5,South Park  Road,Bethel Park,PA,15102,Bethel Park,211,Restaurant without Liquor,1,11/15/14,11/15/14,10,,0,1,1,,,3400 Suite 5 South Park  Road Bethel Park PA 15102
2.01411E+11,Gio's Cafe,625,Stanwix Street,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,0,11/4/14,11/4/14,24,,0,7,1,-80.00484282,40.44316191,625 Stanwix Street Pittsburgh PA 15222
2.01411E+11,BRGR,1500,Washington  Road,Pittsburgh,PA,15228,Mt Lebanon,202,Chain Restaurant with Liquor,1,11/10/14,11/10/14,141,,0,1,1,-80.0512874,40.35687602,1500 Washington  Road Pittsburgh PA 15228
2.01411E+11,Adrian's Pizza,605,Thompson Run Road,Pittsburgh,PA,15237,Ross,212,Chain Restaurant without Liquor,1,11/7/14,11/7/14,33,,0,1,1,-79.9908747,40.53918811,605 Thompson Run Road Pittsburgh PA 15237
2.01411E+11,Mama Meatballs Pizzeria,623,Brown Avenue,Turtle Creek,PA,15145,Wilkins,211,Restaurant without Liquor,1,11/4/14,11/4/14,0,,0,1,1,,,623 Brown Avenue Turtle Creek PA 15145
2.01411E+11,McDonalds,505,Lincoln Highway,North Versailles,PA,15137,North Versailles,212,Chain Restaurant without Liquor,1,11/5/14,11/5/14,72,,0,1,1,-79.82436324,40.3842832,505 Lincoln Highway North Versailles PA 15137
2.01411E+11,Katie's Kandy,422,Wood Street,Pittsburgh,PA,15222,Pittsburgh-101,114,Chain Retail/Convenience Store,1,11/10/14,11/10/14,0,,500,1,1,-80.00072342,40.43987768,422 Wood Street Pittsburgh PA 15222
2.01411E+11,Eat'n Park Banksville #14,1250,Banksville Road,Pittsburgh,PA,15216,Pittsburgh-120,212,Chain Restaurant without Liquor,1,11/5/14,11/5/14,232,,0,1,1,-80.03020949,40.41744157,1250 Banksville Road Pittsburgh PA 15216
2.01411E+11,Uncle Wayne's City Flavors,130,Brownsville  Road,Pittsburgh,PA,15210,Mt Oliver,211,Restaurant without Liquor,0,11/6/14,11/6/14,6,,0,1,1,-79.9869592,40.41680025,130 Brownsville  Road Pittsburgh PA 15210
2.01411E+11,26th St Market & Cafe,2549,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,1,11/7/14,11/7/14,25,,0,7,1,-79.97880952,40.45492361,2549 Penn Avenue Pittsburgh PA 15222
2.01411E+11,Round Hill Presbyterian Church,2150,Round Hill Church  Road,Elizabeth,PA,15037,Elizabeth Township,407,Church Kitchen,1,11/6/14,11/6/14,0,,250,7,1,-79.85988372,40.24305518,2150 Round Hill Church  Road Elizabeth PA 15037
2.01411E+11,GetGo Fuel Kiosk #3257 Robinson,6513,Steubenville Pike,Pittsburgh,PA,15205,Robinson,116,Chain Packaged Food Only,2,11/7/14,11/7/14,0,,200,1,1,-80.16355773,40.44733602,6513 Steubenville Pike Pittsburgh PA 15205
2.01411E+11,Secrets Bar & Grill,633,McGowan Avenue,West Mifflin,PA,15122,West Mifflin,201,Restaurant with Liquor,1,11/14/14,11/14/14,30,,0,1,1,,,633 McGowan Avenue West Mifflin PA 15122
2.01411E+11,Chengdu Gourmet,5840,Forward Avenue,Pittsburgh,PA,15217,Pittsburgh-114,211,Restaurant without Liquor,0,11/13/14,11/13/14,48,,0,1,1,-79.92241225,40.42938234,5840 Forward Avenue Pittsburgh PA 15217
2.01411E+11,Arancini House,615,Washington Road,Pittsburgh,PA,15228,Mt Lebanon,211,Restaurant without Liquor,0,11/13/14,11/13/14,23,,0,1,1,-80.04375682,40.38234685,615 Washington Road Pittsburgh PA 15228
2.01411E+11,Toys R Us,4000,Oxford Drive,Bethel Park,PA,15102,Bethel Park,116,Chain Packaged Food Only,1,11/13/14,11/13/14,0,,509,1,1,-80.05080029,40.34630596,4000 Oxford Drive Bethel Park PA 15102
2.01411E+11,Dunkin Donuts #353396,1098,Washington Pike,Bridgeville,PA,15017,Collier,212,Chain Restaurant without Liquor,1,11/13/14,11/13/14,16,,0,1,1,-80.10545086,40.36665659,1098 Washington Pike Bridgeville PA 15017
2.01411E+11,"Peace, Love & Little Donuts",100,Broughton Road,Bethel Park,PA,15102,Bethel Park,211,Restaurant without Liquor,1,11/10/14,11/10/14,12,,0,1,1,-80.02708741,40.34478802,100 Broughton Road Bethel Park PA 15102
2.01411E+11,Joe's Pizza,540,St Clair  Avenue,Clairton,PA,15025,Clairton,211,Restaurant without Liquor,0,11/12/14,11/12/14,0,,0,7,1,,,540 St Clair  Avenue Clairton PA 15025
2.01411E+11,Cynthia Franck's Child Care,2140,Ardmore Boulevard,Pittsburgh,PA,15221,Forest Hills,403,Child Food Service,1,11/14/14,11/14/14,0,,200,1,1,-79.84934638,40.4181469,2140 Ardmore Boulevard Pittsburgh PA 15221
2.01411E+11,Cynthia Franck's Child Care,12134,Frankstown  Road,Pittsburgh,PA,15235,Penn Hills,403,Child Food Service,1,11/14/14,11/14/14,0,,100,1,1,-79.81886886,40.47115397,12134 Frankstown  Road Pittsburgh PA 15235
2.01411E+11,WFH / Wing Fat Hong Oriental Food Market,2306,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,111,Supermarket,1,11/20/14,11/20/14,0,,12000,1,1,-79.98108413,40.45280303,2306 Penn Avenue Pittsburgh PA 15222
2.01411E+11,Johnny O's Bar & Grille,5533,Walnut Street,Pittsburgh,PA,15232,Pittsburgh-107,201,Restaurant with Liquor,1,12/1/14,12/1/14,170,,0,7,1,-79.93258633,40.45177481,5533 Walnut Street Pittsburgh PA 15232
2.01411E+11,Speedway #2911,1200,Long Run  Road,Mc Keesport,PA,15131,White Oak,114,Chain Retail/Convenience Store,1,11/26/14,11/26/14,0,,3900,1,1,-79.81260398,40.33323096,1200 Long Run  Road Mc Keesport PA 15131
2.01411E+11,Pittsburgh Popcorn Co,1000,Ross Park Mall  Drive,Pittsburgh,PA,15237,Ross,212,Chain Restaurant without Liquor,1,11/19/14,11/19/14,0,,0,1,1,-80.00846843,40.54289281,1000 Ross Park Mall  Drive Pittsburgh PA 15237
